name,country,subcountry,geonameid
Kispest,Hungary,Budapest,3049795
Kissidougou,Guinea,Faranah,2419472
Kissimmee,United States,Florida,4160983
Kisumu,Kenya,Kisumu,191245
Kisvárda,Hungary,Szabolcs-Szatmár-Bereg,718739
Kita-Akita,Japan,Akita,6822204
Kitagata,Japan,Gifu,1859355
Kitahama,Japan,Shiga,1859335
Kitahiroshima,Japan,Hokkaido,2130054
Kitaibaraki,Japan,Ibaraki,2112232
Kitakami,Japan,Iwate,2112227
Kitakata,Japan,Fukushima,1859319
Kitakyushu,Japan,Fukuoka,1859307
Kitale,Kenya,Trans Nzoia,191220
Kitama,Tanzania,Mtwara,878367
Kitami,Japan,Hokkaido,2129537
Kitanagoya,Japan,Aichi,6822208
Kitchener,Canada,Ontario,5992996
Kitgum,Uganda,Northern Region,230893
Kithor,India,Uttar Pradesh,1266461
Kitob,Uzbekistan,Qashqadaryo,1216787
Kitsuki,Japan,Oita,1859234
Kitui,Kenya,Kitui,191038
Kitwe,Zambia,Copperbelt,911148
Kitzingen,Germany,Bavaria,2890158
Kivsharivka,Ukraine,Kharkiv,704608
Kiwira,Tanzania,Mbeya,156627
Kiyawa,Nigeria,Jigawa,2334306
Kizel,Russia,Perm Krai,547875
Kizhake Chālakudi,India,Kerala,1266452
Kızılcahamam,Turkey,Ankara,743051
Kızıltepe,Turkey,Mardin,307084
Kizilyurt,Russia,Dagestan,547849
Kizlyar,Russia,Dagestan,547840
Kičevo,North Macedonia,Kichevo,789527
Kladno,Czechia,Central Bohemia,3073699
Kladow,Germany,Berlin,2890136
Klaeng,Thailand,Rayong,1609610
Klagenfurt am Wörthersee,Austria,Carinthia,2774326
Klaipėda,Lithuania,Klaipėda County,598098
Klamath Falls,United States,Oregon,5735238
Klang,Malaysia,Selangor,1732905
Klangenan,Indonesia,West Java,1639925
Klaten,Indonesia,Central Java,1639900
Klatovy,Czechia,Plzeň Region,3073660
Klaukkala,Finland,Uusimaa,652305
Klebang Besar,Malaysia,Melaka,1761242
Kleinmachnow,Germany,Brandenburg,2888523
Kleinzschocher,Germany,Saxony,2887933
Klerksdorp,South Africa,North-West,989921
Kleve,Germany,North Rhine-Westphalia,2887835
Klimovsk,Russia,Moscow Oblast,547560
Klin,Russia,Moscow Oblast,547523
Klingenstein,Germany,Baden-Wurttemberg,2887716
Klintsy,Russia,Bryansk Oblast,547475
Klosterneuburg,Austria,Lower Austria,2773913
Kloten,Switzerland,Zurich,2660127
Klotzsche,Germany,Saxony,2887366
Kluang,Malaysia,Johor,1732811
Kluczbork,Poland,Opole Voivodeship,3096003
Klungkung,Indonesia,Bali,1639850
Klášterec nad Ohří,Czechia,Ústecký kraj,3073668
Knjazevac,Serbia,Central Serbia,6619277
Knokke-Heist,Belgium,Flanders,2794210
Knoxville,United States,Tennessee,4634946
Knurów,Poland,Silesia,3095971
Knysna,South Africa,Western Cape,988698
Ko Samui,Thailand,Surat Thani,1154689
Kobayashi,Japan,Miyazaki,1859175
Kobe,Japan,Hyōgo,1859171
Koblenz,Germany,Rheinland-Pfalz,2886946
Kobryn,Belarus,Brest,627145
Kobuleti,Georgia,Achara,613762
Kobyłka,Poland,Mazovia,768905
Kocaali,Turkey,Sakarya,742902
Koch Bihār,India,West Bengal,1266436
Koch'ang,South Korea,Jeollabuk-do,1842859
Kochani,North Macedonia,Kochani,789403
Kochenëvo,Russia,Novosibirsk Oblast,1503082
Kochi,Japan,Kochi,1859146
Kochkor-Ata,Kyrgyzstan,Jalal-Abad,1527903
Kochubeyevskoye,Russia,Stavropol Kray,841006
Kodaikānāl,India,Tamil Nadu,1266425
Kodamachō-kodamaminami,Japan,Saitama,1859113
Kodarmā,India,Jharkhand,1266414
Kodinsk,Russia,Krasnoyarsk Krai,1503037
Kodoli,India,Maharashtra,1266390
Kodungallūr,India,Kerala,1266385
Kodār,India,Telangana,1266416
Kodīnar,India,Gujarat,1266397
Koekelberg,Belgium,Brussels Capital,2794190
Koelwār,India,Bihar,1266372
Koersel,Belgium,Flanders,2794179
Koesan,South Korea,North Chungcheong,1842800
Koforidua,Ghana,Eastern,2299522
Koga,Japan,Ibaraki,1859093
Koga,Japan,Fukuoka,1859094
Kogalym,Russia,Khanty-Mansia,6695754
Kogarah,Australia,New South Wales,2161185
Kogon Shahri,Uzbekistan,Bukhara,1217180
Kogota,Japan,Miyagi,2112182
Koh Kong,Cambodia,Koh Kong,1830468
Kohat,Pakistan,Khyber Pakhtunkhwa,1173491
Kohtla-Järve,Estonia,Ida-Virumaa,591260
Kohīma,India,Nagaland,1266366
Koidu,Sierra Leone,Eastern Province,2407656
Kokhma,Russia,Ivanovo Oblast,546672
Kokkola,Finland,Central Ostrobothnia,651943
Kokologo,Burkina Faso,Centre-Ouest,2359317
Kokomo,United States,Indiana,4922388
Kokopo,Papua New Guinea,East New Britain,2093685
Kokrajhar,India,Assam,1266330
Kokshetau,Kazakhstan,Aqmola,1522203
Koksijde,Belgium,Flanders,2794166
Kokstad,South Africa,KwaZulu-Natal,988356
Kokubu-matsuki,Japan,Kagoshima,1858972
Kokubunji,Japan,Tokyo,1858964
Kokyar,China,Xinjiang,1280822
Kolasib,India,Mizoram,1266258
Kolbermoor,Germany,Bavaria,2886446
Kolda,Senegal,Kolda,2249782
Kolding,Denmark,South Denmark,2618528
Kolea,Algeria,Tipaza,2491578
Kolhāpur,India,Maharashtra,1266285
Kolkata,India,West Bengal,1275004
Kolkhozobod,Tajikistan,Khatlon,1221259
Kollam,India,Kerala,1259091
Kollegāl,India,Karnataka,1266267
Kolokani,Mali,Koulikoro,2454955
Kolomenskoye,Russia,Moscow,546244
Kolomna,Russia,Moscow Oblast,546230
Kolomyagi,Russia,St.-Petersburg,546225
Kolomyia,Ukraine,Ivano-Frankivsk,705392
Kolonnawa,Sri Lanka,Western,1239593
Kolpashevo,Russia,Tomsk Oblast,1502862
Kolpino,Russia,St.-Petersburg,546105
Kolwezi,Democratic Republic of the Congo,Lualaba,922773
Kolín,Czechia,Central Bohemia,3073371
Kolār,India,Karnataka,1266305
Kolāras,India,Madhya Pradesh,1266302
Kol’chugino,Russia,Vladimir Oblast,546521
Komaki,Japan,Aichi,1858926
Komatipoort,South Africa,Mpumalanga,988290
Komatsu,Japan,Ishikawa,1858910
Komatsushimachō,Japan,Tokushima,1858902
Kombissiri,Burkina Faso,Centre-Sud,2359227
Kombolcha,Ethiopia,Amhara,333373
Komendantsky aerodrom,Russia,St.-Petersburg,535729
Komló,Hungary,Baranya,3049512
Kommunar,Russia,Leningradskaya Oblast',545788
Komono,Japan,Mie,1858866
Komoro,Japan,Nagano,1858858
Komotiní,Greece,East Macedonia and Thrace,735640
Komsomolsk-on-Amur,Russia,Khabarovsk,2021851
Komárno,Slovakia,Nitriansky kraj,3059436
Komárom,Hungary,Komárom-Esztergom,3049519
Kon Tum,Vietnam,Kon Tum,1578500
Konakovo,Russia,Tver Oblast,545673
Konan,Japan,Shiga,11612571
Konayev,Kazakhstan,Almaty Oblysy,1519948
Konch,India,Uttar Pradesh,1266217
Kondagaon,India,Chhattisgarh,1266216
Kondapalle,India,Andhra Pradesh,1266209
Kondoa,Tanzania,Dodoma,156510
Kondopoga,Russia,Karelia,545626
Kongolo,Democratic Republic of the Congo,Tanganyika,212360
Kongoussi,Burkina Faso,Centre-Nord,2359142
Kongsberg,Norway,Viken,3149563
Kongsvinger,Norway,Innlandet,3149533
Kongtan,China,Sichuan,1804730
Konibodom,Tajikistan,Sughd,1514891
Konin,Poland,Greater Poland,3095321
Konjic,Bosnia and Herzegovina,Federation of B&H,3337476
Konnagar,India,West Bengal,1266179
Konnūr,India,Karnataka,1266178
Konongo,Ghana,Ashanti,2299349
Konotop,Ukraine,Sumy,705135
Konstancin-Jeziorna,Poland,Mazovia,768216
Konstantinovsk,Russia,Rostov,545277
Konstantynów Łódzki,Poland,Łódź Voivodeship,3095277
Konstanz,Germany,Baden-Wurttemberg,2885679
Kontagora,Nigeria,Niger,2334008
Kontich,Belgium,Flanders,2794117
Konya,Turkey,Konya,306571
Konz,Germany,Rheinland-Pfalz,2885672
Konārka,India,Odisha,1266220
Koothanallur,India,Tamil Nadu,1265400
Kopargaon,India,Maharashtra,1266162
Koper,Slovenia,Koper-Capodistria,3197753
Kopeysk,Russia,Chelyabinsk,1502603
Koppal,India,Karnataka,1266154
Koprivnica,Croatia,County of Koprivnica-Križevci,3197728
Kopāganj,India,Uttar Pradesh,1266164
Kopřivnice,Czechia,Moravskoslezský,3073254
Koratla,India,Telangana,1266124
Korba,India,Chhattisgarh,1266122
Korba,Tunisia,Nabeul Governorate,2467920
Korbach,Germany,Hesse,2885536
Koreatown,United States,California,5363748
Koregaon,India,Maharashtra,1266116
Korem,Ethiopia,Tigray,332746
Korenovsk,Russia,Krasnodar Krai,544896
Korgan,Turkey,Ordu,742658
Korhogo,Ivory Coast,Savanes,2286304
Korkino,Russia,Chelyabinsk,1502536
Korkuteli,Turkey,Antalya,306474
Korla,China,Xinjiang,1529376
Korntal,Germany,Baden-Wurttemberg,2885412
Kornwestheim,Germany,Baden-Wurttemberg,2885408
Korolev,Russia,Moscow Oblast,554233
Koronadal,Philippines,Soccsksargen,1708522
Koropí,Greece,Attica,259251
Korosten,Ukraine,Zhytomyr,704901
Korostyshiv,Ukraine,Zhytomyr,704885
Korrewegwijk,Netherlands,Groningen,2752420
Korsakov,Russia,Sakhalin Oblast,2124286
Korschenbroich,Germany,North Rhine-Westphalia,2885397
Korsholm,Finland,Ostrobothnia,651299
Korsun-Shevchenkivskyy,Ukraine,Cherkasy,704858
Kortenberg,Belgium,Flanders,2794070
Kortrijk,Belgium,Flanders,2794055
Korwai,India,Madhya Pradesh,1266092
Koryazhma,Russia,Arkhangelskaya,544370
Korydallós,Greece,Attica,8310183
Korçë,Albania,Korçë County,782756
Korāput,India,Odisha,1266128
Kos,Greece,South Aegean,259245
Kosai,Japan,Shizuoka,6822194
Kosamba,India,Gujarat,1266087
Kosan,North Korea,Kangwŏn-do,1875632
Kosaya Gora,Russia,Tula Oblast,544293
Koshigaya,Japan,Saitama,1858729
Kosi,India,Uttar Pradesh,1266073
Kosigi,India,Andhra Pradesh,1266070
Koson,Uzbekistan,Qashqadaryo,1217007
Kosong,South Korea,Gangwon-do,1840179
Kosonsoy,Uzbekistan,Namangan,1513714
Kosovo Polje,Kosovo,Pristina,789228
Kostanay,Kazakhstan,Qostanay,1519928
Kosti,Sudan,White Nile,371760
Kostiantynivka,Ukraine,Donetsk,705104
Kostomuksha,Russia,Karelia,543899
Kostopil,Ukraine,Rivne,704737
Kostroma,Russia,Kostroma Oblast,543878
Kostrzyn nad Odrą,Poland,Lubusz,3095057
Koszalin,Poland,West Pomerania,3095049
Kot Addu,Pakistan,Punjab,1173378
Kot Diji,Pakistan,Sindh,1173302
Kot Ghulam Muhammad,Pakistan,Punjab,1173272
Kot Malik Barkhurdar,Pakistan,Balochistan,1172993
Kot Mumin,Pakistan,Punjab,1172964
Kot Radha Kishan,Pakistan,Punjab,1172915
Kot Samaba,Pakistan,Punjab,1172888
Kota,India,Rajasthan,1266049
Kota Bharu,Malaysia,Kelantan,1736376
Kota Kinabalu,Malaysia,Sabah,1733432
Kota Tinggi,Malaysia,Johor,1732738
Kotabumi,Indonesia,Lampung,1639524
Kotagiri,India,Tamil Nadu,1266038
Kotamangalam,India,Kerala,1266031
Kotapārh,India,Chhattisgarh,1266029
Kotdwāra,India,Uttarakhand,1266014
Kotel’nich,Russia,Kirov Oblast,543737
Kotel’niki,Russia,Moscow Oblast,543731
Kotel’nikovo,Russia,Volgograd Oblast,543728
Kotido,Uganda,Northern Region,230617
Kotikawatta,Sri Lanka,Western,1239047
Kotka,Finland,Kymenlaakso,650946
Kotkapura,India,Punjab,7279734
Kotlas,Russia,Arkhangelskaya,543704
Kotli,Pakistan,Azad Kashmir,1173055
Kotli Loharan,Pakistan,Punjab,1173025
Kotlovka,Russia,Moscow,506043
Kotma,India,Madhya Pradesh,1265964
Kotovo,Russia,Volgograd Oblast,543633
Kotovsk,Russia,Tambov Oblast,543605
Kotputli,India,Rajasthan,1265961
Kotri,Pakistan,Sindh,1172904
Kotsiubynske,Ukraine,Kyiv City,704670
Kottagūdem,India,Telangana,1265938
Kottayam,India,Kerala,1265911
Kottūru,India,Karnataka,1265905
Kotā,India,Chhattisgarh,1266051
Koudougou,Burkina Faso,Centre-Ouest,2358946
Koulamoutou,Gabon,Ogooué-Lolo,2399959
Koulikoro,Mali,Koulikoro,2454530
Koumra,Chad,Mandoul,2429605
Koungou,Mayotte,Koungou,1090225
Koupéla,Burkina Faso,Centre-Est,2358738
Kourou,French Guiana,Guyane,3381303
Kousséri,Cameroon,Far North,2229798
Koutiala,Mali,Sikasso,2454268
Kouvola,Finland,Kymenlaakso,650859
Kovancılar,Turkey,Elazığ,306207
Kovdor,Russia,Murmansk,543508
Kovel,Ukraine,Volyn,704617
Kovilpatti,India,Tamil Nadu,1265891
Kovrov,Russia,Vladimir Oblast,543460
Kovvūr,India,Andhra Pradesh,1265886
Kovylkino,Russia,Mordoviya Republic,543436
Kovūr,India,Andhra Pradesh,1265888
Kowloon,Hong Kong,Kowloon City,1819609
Kowŏn-ŭp,North Korea,Hamgyŏng-namdo,1875588
Koynanagar,India,Maharashtra,1265881
Koysinceq,Iraq,Arbīl,94220
Kozakai-chō,Japan,Aichi,1858591
Kozan,Turkey,Adana,306112
Kozanów,Poland,Lower Silesia,12047636
Kozel’sk,Russia,Kaluga Oblast,543348
Kozeyevo,Russia,Moscow,543344
Kozhikode,India,Kerala,1265873
Kozhukhovo,Russia,Moscow Oblast,543254
Kozienice,Poland,Mazovia,767814
Kozluk,Turkey,Batman,306041
Kozyatyn,Ukraine,Vinnytsia,706571
Kozáni,Greece,West Macedonia,735563
Koz’modem’yansk,Russia,Mariy-El Republic,543018
Koāth,India,Bihar,1266448
Koło,Poland,Greater Poland,3095797
Kołobrzeg,Poland,West Pomerania,3095795
Końskie,Poland,Świętokrzyskie,768218
Kościan,Poland,Greater Poland,3095151
Kościerzyna,Poland,Pomerania,3095126
Košice,Slovakia,Košický kraj,724443
Kpalimé,Togo,Plateaux,2365560
Kpandu,Ghana,Volta,2299233
Kraaifontein,South Africa,Western Cape,3365083
Krabi,Thailand,Krabi,1152633
Kragujevac,Serbia,Central Serbia,789128
Kraksaan,Indonesia,East Java,1639431
Kraków,Poland,Lesser Poland,3094802
Kralendijk,"Bonaire, Saint Eustatius and Saba",Bonaire,3513563
Kraljevo,Serbia,Central Serbia,789107
Kralupy nad Vltavou,Czechia,Central Bohemia,3072929
Kramatorsk,Ukraine,Donetsk,704508
Kranj,Slovenia,Kranj,3197378
Krapkowice,Poland,Opole Voivodeship,3094788
Krasnaya Glinka,Russia,Orenburg Oblast,7496732
Krasnoarmeysk,Russia,Moscow Oblast,542463
Krasnoarmeysk,Russia,Saratov Oblast,542464
Krasnoarmeyskaya,Russia,Krasnodar Krai,542461
Krasnodar,Russia,Krasnodar Krai,542420
Krasnogorsk,Russia,Moscow Oblast,542374
Krasnogvardeyskoye,Russia,Stavropol Kray,542334
Krasnogvargeisky,Russia,St.-Petersburg,8504952
Krasnohrad,Ukraine,Kharkiv,704388
Krasnokamensk,Russia,Zabaykalskiy (Transbaikal) Kray,2021618
Krasnokamsk,Russia,Perm Krai,542327
Krasnoobsk,Russia,Novosibirsk Oblast,1502091
Krasnoturinsk,Russia,Sverdlovsk Oblast,1502061
Krasnoufimsk,Russia,Sverdlovsk Oblast,542199
Krasnoural’sk,Russia,Sverdlovsk Oblast,1502060
Krasnovishersk,Russia,Perm Krai,542184
Krasnoyarsk,Russia,Krasnoyarsk Krai,1502026
Krasnoye Selo,Russia,St.-Petersburg,542000
Krasnoznamensk,Russia,Moscow Oblast,6417459
Krasnystaw,Poland,Lublin,767605
Krasnyy Sulin,Russia,Rostov,541404
Krasyliv,Ukraine,Khmelnytskyi,704492
Krathum Baen,Thailand,Samut Sakhon,1609395
Kratié,Cambodia,Kratie,1830564
Kraśnik,Poland,Lublin,767623
Krefeld,Germany,North Rhine-Westphalia,2884509
Kremenchuk,Ukraine,Poltava,704147
Kremenets,Ukraine,Ternopil,704143
Kreminna,Ukraine,Luhansk,704138
Kresek,Indonesia,West Java,1639362
Krestovskiy ostrov,Russia,Leningradskaya Oblast',8504955
Kretinga,Lithuania,Klaipėda County,597989
Kreuzau,Germany,North Rhine-Westphalia,2884245
Kreuzberg,Germany,Berlin,2884161
Kreuzlingen,Switzerland,Thurgau,2660108
Kreuztal,Germany,North Rhine-Westphalia,2884050
Krian,Indonesia,East Java,1639356
Kribi,Cameroon,South,2229761
Kriel,South Africa,Mpumalanga,987202
Kriens,Switzerland,Lucerne,2660104
Krimpen aan den IJssel,Netherlands,South Holland,2752264
Krishnagiri,India,Tamil Nadu,1265863
Krishnanagar,India,West Bengal,1265859
Krishnarājpet,India,Karnataka,1265852
Kristiansand,Norway,Agder,3149318
Kristianstad,Sweden,Skåne,2699310
Kristiansund,Norway,Møre og Romsdal,3149312
Kristinehamn,Sweden,Värmland,2699282
Kriva Palanka,North Macedonia,Kriva Palanka,789045
Krnov,Czechia,Moravskoslezský,3072656
Krolevets,Ukraine,Sumy,704000
Kroměříž,Czechia,Zlín,3072649
Kronach,Germany,Bavaria,2883784
Kronberg,Germany,Hesse,2883754
Kronberg Tal,Germany,Hesse,12035575
Kronstadt,Russia,St.-Petersburg,540771
Kroonstad,South Africa,Orange Free State,986846
Kropotkin,Russia,Krasnodar Krai,540761
Kropyvnytskyy,Ukraine,Kirovohrad,705812
Krosno,Poland,Subcarpathia,767470
Krotoszyn,Poland,Greater Poland,3094625
Kroya,Indonesia,Central Java,1639337
Krugersdorp,South Africa,Gauteng,986822
Kruisfontein,South Africa,Eastern Cape,986717
Krujë,Albania,Durrës County,3185082
Kruševac,Serbia,Central Serbia,788975
Krychaw,Belarus,Mogilev,626450
Krymsk,Russia,Krasnodar Krai,540251
Kryvyy Rih,Ukraine,Dnipropetrovsk,703845
Kröpeliner-Tor-Vorstadt,Germany,Mecklenburg-Vorpommern,9238414
Ksar Chellala,Algeria,Tiaret,2491335
Ksar el Boukhari,Algeria,Medea,2491323
Ksar El Kebir,Morocco,Tanger-Tetouan-Al Hoceima,2544001
Ksar Hellal,Tunisia,Monastir Governorate,2468106
Ksour Essaf,Tunisia,Mahdia Governorate,2467856
Kstovo,Russia,Nizhny Novgorod Oblast,540103
Kuacjok,South Sudan,Warrap,371712
Kuah,Malaysia,Kedah,1222396
Kuala Belait,Brunei,Belait,1820491
Kuala Kangsar,Malaysia,Perak,1734599
Kuala Kedah,Malaysia,Kedah,1736305
Kuala Lipis,Malaysia,Pahang,1733023
Kuala Lumpur,Malaysia,Kuala Lumpur,1735161
Kuala Pilah,Malaysia,Negeri Sembilan,1734841
Kuala Selangor,Malaysia,Selangor,1732891
Kuala Terengganu,Malaysia,Terengganu,1734705
Kuala Tungkal,Indonesia,Jambi,1639286
Kualakapuas,Indonesia,Central Kalimantan,1639304
Kuanchuan,China,Gansu,1907977
Kuandian,China,Liaoning,2036283
Kuang,Malaysia,Selangor,1759486
Kuangshi,China,Hebei,1804687
Kuantan,Malaysia,Pahang,1735227
Kubinka,Russia,Moscow Oblast,540030
Kuchaiburi,India,Odisha,1265830
Kuchera,India,Rajasthan,1265821
Kuchinarai,Thailand,Kalasin,1609345
Kuching,Malaysia,Sarawak,1735634
Kuchāman,India,Rajasthan,1265828
Kudachi,India,Karnataka,1265811
Kudamatsu,Japan,Yamaguchi,1858498
Kudat,Malaysia,Sabah,1736458
Kudepsta,Russia,Krasnodar Krai,539907
Kudrovo,Russia,Leningradskaya Oblast',539839
Kudus,Indonesia,Central Java,1639215
Kudymkar,Russia,Perm Krai,539817
Kufa,Iraq,An Najaf,99135
Kui Buri,Thailand,Prachuap Khiri Khan,1152562
Kuiya,China,Xinjiang,12450864
Kujang-ŭp,North Korea,P'yŏngan-bukto,1875506
Kuje,Nigeria,FCT,2333604
Kuji,Japan,Iwate,2129427
Kuju,India,Jharkhand,1265773
Kukawa,Nigeria,Borno,2333563
Kukichūō,Japan,Saitama,1858445
Kukmor,Russia,Tatarstan Republic,539689
Kukshi,India,Madhya Pradesh,1265752
Kukës,Albania,Kukës County,782661
Kula,Turkey,Manisa,305810
Kulachi,Pakistan,Khyber Pakhtunkhwa,1172779
Kulai,Malaysia,Johor,1732742
Kulebaki,Russia,Nizhny Novgorod Oblast,539555
Kulgam,India,Jammu and Kashmir,1265734
Kulim,Malaysia,Kedah,1734393
Kulittalai,India,Tamil Nadu,1265723
Kulmbach,Germany,Bavaria,2882588
Kulp,Turkey,Diyarbakır Province,305750
Kulpahār,India,Uttar Pradesh,1265716
Kulti,India,West Bengal,1265711
Kulu,India,Himachal Pradesh,1265709
Kulu,Turkey,Konya,305742
Kulunda,Russia,Altai Krai,1501460
Kumagaya,Japan,Saitama,1858428
Kumagunnam,Nigeria,Yobe,2333490
Kumamoto,Japan,Kumamoto,1858421
Kumano,Japan,Mie,6822172
Kumanovo,North Macedonia,Kumanovo,788886
Kumarapalayam,India,Tamil Nadu,8223943
Kumasi,Ghana,Ashanti,2298890
Kumba,Cameroon,South-West,2229752
Kumbakonam,India,Tamil Nadu,1265683
Kumbalam,India,Kerala,10627510
Kumbhrāj,India,Madhya Pradesh,1265670
Kumbo,Cameroon,North-West,2229748
Kumertau,Russia,Bashkortostan Republic,539283
Kumhāri,India,Chhattisgarh,1265660
Kumla,Sweden,Örebro,2698767
Kumo,Nigeria,Gombe,2333451
Kumru,Turkey,Ordu,742238
Kumta,India,Karnataka,1265645
Kuna,United States,Idaho,5597955
Kunda,India,Uttar Pradesh,1265632
Kundarkhi,India,Uttar Pradesh,1265613
Kundgol,India,Karnataka,1265607
Kundian,Pakistan,Punjab,1172682
Kundla,India,Gujarat,1265605
Kunduz,Afghanistan,Kunduz,1135689
Kungsbacka,Sweden,Halland,2698729
Kungsholmen,Sweden,Stockholm,2698691
Kungur,Russia,Perm Krai,539147
Kungälv,Sweden,Västra Götaland,2698739
Kunigal,India,Karnataka,1265591
Kuningan,Indonesia,West Java,1639094
Kunjah,Pakistan,Punjab,1172663
Kunming,China,Yunnan,1804651
Kunnamangalam,India,Kerala,1265580
Kunnamkulam,India,Kerala,1265579
Kunri,Pakistan,Sindh,1172657
Kunshan,China,Jiangsu,1785623
Kunwi,South Korea,Gyeongsangbuk-do,1842016
Kunyang,China,Zhejiang,1804645
Kuopio,Finland,North Savo,650224
Kuoshi'airike,China,Xinjiang,12420930
Kuoyiqi,China,Xinjiang,12450865
Kupang,Indonesia,East Nusa Tenggara,2057087
Kupchino,Russia,St.-Petersburg,539061
Kupiansk,Ukraine,Kharkiv,703656
Kupino,Russia,Novosibirsk Oblast,1501365
Kuppam,India,Andhra Pradesh,1265555
Kuqa,China,Xinjiang,1529363
Kurakhove,Ukraine,Donetsk,695357
Kurakhovo,Ukraine,Donetsk,703646
Kurandvād,India,Maharashtra,1265539
Kurashiki,Japan,Okayama,1858311
Kuraymah,Sudan,Northern State,371870
Kurayoshi,Japan,Tottori,1858301
Kurayyimah,Jordan,Irbid,248414
Kurchaloy,Russia,Chechnya,538913
Kurchatov,Russia,Kursk Oblast,538908
Kurduvādi,India,Maharashtra,1265521
Kure,Japan,Hiroshima,1858296
Kurgan,Russia,Kurgan Oblast,1501321
Kurganinsk,Russia,Krasnodar Krai,538836
Kurihara,Japan,Miyagi,6822190
Kurihashi,Japan,Saitama,1858283
Kurinjippādi,India,Tamil Nadu,1265504
Kurnool,India,Andhra Pradesh,1265491
Kurobe-shi,Japan,Toyama,6822126
Kuroda,Japan,Aichi,1858249
Kuroishi,Japan,Aomori,2129395
Kuroiso,Japan,Tochigi,2112077
Kurortnyy,Russia,Leningradskaya Oblast',8436165
Kurovskoye,Russia,Moscow Oblast,538601
Kursk,Russia,Kursk Oblast,538560
Kurtalan,Turkey,Siirt,305532
Kurtamysh,Russia,Kurgan Oblast,1501255
Kurume,Japan,Fukuoka,1858088
Kurunegala,Sri Lanka,North Western,1237980
Kurye,South Korea,Jeollanam-do,1841976
Kur’yanovo,Russia,Moscow,538472
Kusa,Russia,Chelyabinsk,538442
Kusatsu,Japan,Shiga,1858067
Kuseifa,Israel,Southern District,8374220
Kushchyovskaya,Russia,Krasnodar Krai,538416
Kushikino,Japan,Kagoshima,1858041
Kushima,Japan,Miyazaki,1895695
Kushimoto,Japan,Wakayama,1858033
Kushiro,Japan,Hokkaido,2129376
Kushk,Afghanistan,Herat,1135158
Kushtagi,India,Karnataka,1265446
Kushtia,Bangladesh,Khulna,1185191
Kushva,Russia,Sverdlovsk Oblast,538340
Kuskovo,Russia,Moscow Oblast,538321
Kusŏng,North Korea,P'yŏngan-bukto,1875107
Kut Chap,Thailand,Udon Thani,1609324
Kuta,Indonesia,Bali,1639002
Kutaisi,Georgia,Imereti,613607
Kutiatodu,India,Kerala,1265418
Kutiyāna,India,Gujarat,1265415
Kutloanong,South Africa,Orange Free State,986083
Kutno,Poland,Łódź Voivodeship,3094170
Kutná Hora,Czechia,Central Bohemia,3072463
Kutoarjo,Indonesia,Central Java,1638981
Kuttampuzha,India,Kerala,1265401
Kuusamo,Finland,North Ostrobothnia,649924
Kuvandyk,Russia,Orenburg Oblast,538138
Kuwait City,Kuwait,Al Asimah,285787
Kuwana,Japan,Mie,11468429
Kuybyshev,Russia,Novosibirsk Oblast,1501141
Kuzhithurai,India,Tamil Nadu,1265387
Kuznetsk,Russia,Penza Oblast,537737
Kuz’minki,Russia,Moscow,537832
Kuşadası,Turkey,Aydın,305359
KwaDukuza,South Africa,KwaZulu-Natal,952734
Kwai Chung,Hong Kong,Tsuen Wan,1819595
Kwale,Nigeria,Delta,2332871
Kwangyang,South Korea,Jeollanam-do,1841775
